# pos[x], pos[y], pos[z], quat[w], quat[x], quat[y], quat[z]
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210430053922444626e-01,7.488395359701324749e-02,6.082999438355302102e-01,1.886097697216656544e-01,5.178264891386729074e-01,8.026211492944627102e-01,2.282134365393320707e-01
5.210430053922444626e-01,7.488395359701324749e-02,6.082999438355302102e-01,1.886097697216656544e-01,5.178264891386729074e-01,8.026211492944627102e-01,2.282134365393320707e-01
5.210430053922444626e-01,7.488395359701324749e-02,6.082999438355302102e-01,1.886097697216656544e-01,5.178264891386729074e-01,8.026211492944627102e-01,2.282134365393320707e-01
5.210430053922444626e-01,7.488395359701324749e-02,6.082999438355302102e-01,1.886097697216656544e-01,5.178264891386729074e-01,8.026211492944627102e-01,2.282134365393320707e-01
5.210430053922444626e-01,7.488395359701324749e-02,6.082999438355302102e-01,1.886097697216656544e-01,5.178264891386729074e-01,8.026211492944627102e-01,2.282134365393320707e-01
5.210430053922444626e-01,7.488395359701324749e-02,6.082999438355302102e-01,1.886097697216656544e-01,5.178264891386729074e-01,8.026211492944627102e-01,2.282134365393320707e-01
5.210430053922444626e-01,7.488395359701324749e-02,6.082999438355302102e-01,1.886097697216656544e-01,5.178264891386729074e-01,8.026211492944627102e-01,2.282134365393320707e-01
5.210430053922444626e-01,7.488395359701324749e-02,6.082999438355302102e-01,1.886097697216656544e-01,5.178264891386729074e-01,8.026211492944627102e-01,2.282134365393320707e-01
5.210429844730238846e-01,7.488398924963846071e-02,6.082999416747658650e-01,1.886097088768815544e-01,5.178264524023414861e-01,8.026211748419298520e-01,2.282134803317809879e-01
5.210429844730238846e-01,7.488398924963846071e-02,6.082999416747658650e-01,1.886097088768815544e-01,5.178264524023414861e-01,8.026211748419298520e-01,2.282134803317809879e-01
5.210429844730238846e-01,7.488398924963846071e-02,6.082999416747658650e-01,1.886097088768815544e-01,5.178264524023414861e-01,8.026211748419298520e-01,2.282134803317809879e-01
5.210429844730238846e-01,7.488398924963846071e-02,6.082999416747658650e-01,1.886097088768815544e-01,5.178264524023414861e-01,8.026211748419298520e-01,2.282134803317809879e-01
5.210429844730238846e-01,7.488398924963846071e-02,6.082999416747658650e-01,1.886097088768815544e-01,5.178264524023414861e-01,8.026211748419298520e-01,2.282134803317809879e-01
5.210429844730238846e-01,7.488398924963846071e-02,6.082999416747658650e-01,1.886097088768815544e-01,5.178264524023414861e-01,8.026211748419298520e-01,2.282134803317809879e-01
5.210429844730238846e-01,7.488398924963846071e-02,6.082999416747658650e-01,1.886097088768815544e-01,5.178264524023414861e-01,8.026211748419298520e-01,2.282134803317809879e-01
5.210429844730238846e-01,7.488398924963846071e-02,6.082999416747658650e-01,1.886097088768815544e-01,5.178264524023414861e-01,8.026211748419298520e-01,2.282134803317809879e-01
5.210429931176349116e-01,7.488398449687634628e-02,6.082999101957282662e-01,1.886097530766304708e-01,5.178264236788771013e-01,8.026212017138787402e-01,2.282134144691888578e-01
5.210429931176349116e-01,7.488398449687634628e-02,6.082999101957282662e-01,1.886097530766304708e-01,5.178264236788771013e-01,8.026212017138787402e-01,2.282134144691888578e-01
5.210429931176349116e-01,7.488398449687634628e-02,6.082999101957282662e-01,1.886097530766304708e-01,5.178264236788771013e-01,8.026212017138787402e-01,2.282134144691888578e-01
5.210429931176349116e-01,7.488398449687634628e-02,6.082999101957282662e-01,1.886097530766304708e-01,5.178264236788771013e-01,8.026212017138787402e-01,2.282134144691888578e-01
5.210429931176349116e-01,7.488398449687634628e-02,6.082999101957282662e-01,1.886097530766304708e-01,5.178264236788771013e-01,8.026212017138787402e-01,2.282134144691888578e-01
5.210429931176349116e-01,7.488398449687634628e-02,6.082999101957282662e-01,1.886097530766304708e-01,5.178264236788771013e-01,8.026212017138787402e-01,2.282134144691888578e-01
5.210429931176349116e-01,7.488398449687634628e-02,6.082999101957282662e-01,1.886097530766304708e-01,5.178264236788771013e-01,8.026212017138787402e-01,2.282134144691888578e-01
5.210429931176349116e-01,7.488398449687634628e-02,6.082999101957282662e-01,1.886097530766304708e-01,5.178264236788771013e-01,8.026212017138787402e-01,2.282134144691888578e-01
5.210429558319656929e-01,7.488392337127378062e-02,6.082999128299713121e-01,1.886096843268662282e-01,5.178265382113430570e-01,8.026211440285805354e-01,2.282134142867783544e-01
5.210429558319656929e-01,7.488392337127378062e-02,6.082999128299713121e-01,1.886096843268662282e-01,5.178265382113430570e-01,8.026211440285805354e-01,2.282134142867783544e-01
5.210429558319656929e-01,7.488392337127378062e-02,6.082999128299713121e-01,1.886096843268662282e-01,5.178265382113430570e-01,8.026211440285805354e-01,2.282134142867783544e-01
5.210429558319656929e-01,7.488392337127378062e-02,6.082999128299713121e-01,1.886096843268662282e-01,5.178265382113430570e-01,8.026211440285805354e-01,2.282134142867783544e-01
5.210429558319656929e-01,7.488392337127378062e-02,6.082999128299713121e-01,1.886096843268662282e-01,5.178265382113430570e-01,8.026211440285805354e-01,2.282134142867783544e-01
5.210429558319656929e-01,7.488392337127378062e-02,6.082999128299713121e-01,1.886096843268662282e-01,5.178265382113430570e-01,8.026211440285805354e-01,2.282134142867783544e-01
5.210429558319656929e-01,7.488392337127378062e-02,6.082999128299713121e-01,1.886096843268662282e-01,5.178265382113430570e-01,8.026211440285805354e-01,2.282134142867783544e-01
5.210429558319656929e-01,7.488392337127378062e-02,6.082999128299713121e-01,1.886096843268662282e-01,5.178265382113430570e-01,8.026211440285805354e-01,2.282134142867783544e-01
5.210430018371515759e-01,7.488398781806446247e-02,6.082999486074117668e-01,1.886097550039303461e-01,5.178264330734008158e-01,8.026211814050033810e-01,2.282134629855846475e-01
5.210430018371515759e-01,7.488398781806446247e-02,6.082999486074117668e-01,1.886097550039303461e-01,5.178264330734008158e-01,8.026211814050033810e-01,2.282134629855846475e-01
5.210430018371515759e-01,7.488398781806446247e-02,6.082999486074117668e-01,1.886097550039303461e-01,5.178264330734008158e-01,8.026211814050033810e-01,2.282134629855846475e-01
5.210430018371515759e-01,7.488398781806446247e-02,6.082999486074117668e-01,1.886097550039303461e-01,5.178264330734008158e-01,8.026211814050033810e-01,2.282134629855846475e-01
5.210430018371515759e-01,7.488398781806446247e-02,6.082999486074117668e-01,1.886097550039303461e-01,5.178264330734008158e-01,8.026211814050033810e-01,2.282134629855846475e-01
5.210430018371515759e-01,7.488398781806446247e-02,6.082999486074117668e-01,1.886097550039303461e-01,5.178264330734008158e-01,8.026211814050033810e-01,2.282134629855846475e-01
5.210430018371515759e-01,7.488398781806446247e-02,6.082999486074117668e-01,1.886097550039303461e-01,5.178264330734008158e-01,8.026211814050033810e-01,2.282134629855846475e-01
5.210430018371515759e-01,7.488398781806446247e-02,6.082999486074117668e-01,1.886097550039303461e-01,5.178264330734008158e-01,8.026211814050033810e-01,2.282134629855846475e-01
5.210429470823713105e-01,7.488392140935819230e-02,6.082998740973170060e-01,1.886096976127089597e-01,5.178264803084394741e-01,8.026211958993043627e-01,2.282133522627161626e-01
5.210429470823713105e-01,7.488392140935819230e-02,6.082998740973170060e-01,1.886096976127089597e-01,5.178264803084394741e-01,8.026211958993043627e-01,2.282133522627161626e-01
5.210429470823713105e-01,7.488392140935819230e-02,6.082998740973170060e-01,1.886096976127089597e-01,5.178264803084394741e-01,8.026211958993043627e-01,2.282133522627161626e-01
5.210429470823713105e-01,7.488392140935819230e-02,6.082998740973170060e-01,1.886096976127089597e-01,5.178264803084394741e-01,8.026211958993043627e-01,2.282133522627161626e-01
5.210429470823713105e-01,7.488392140935819230e-02,6.082998740973170060e-01,1.886096976127089597e-01,5.178264803084394741e-01,8.026211958993043627e-01,2.282133522627161626e-01
5.210429470823713105e-01,7.488392140935819230e-02,6.082998740973170060e-01,1.886096976127089597e-01,5.178264803084394741e-01,8.026211958993043627e-01,2.282133522627161626e-01
5.210429470823713105e-01,7.488392140935819230e-02,6.082998740973170060e-01,1.886096976127089597e-01,5.178264803084394741e-01,8.026211958993043627e-01,2.282133522627161626e-01
5.210429899328222758e-01,7.488396005115569021e-02,6.082999350677341655e-01,1.886097593203994449e-01,5.178264418205175135e-01,8.026211872843960204e-01,2.282134188929055840e-01
5.210429899328222758e-01,7.488396005115569021e-02,6.082999350677341655e-01,1.886097593203994449e-01,5.178264418205175135e-01,8.026211872843960204e-01,2.282134188929055840e-01
5.210429870685858722e-01,7.488395337030988308e-02,6.082999318100256181e-01,1.886097603589617366e-01,5.178264439251143436e-01,8.026211886990050060e-01,2.282134082840044931e-01
5.210429870685858722e-01,7.488395337030988308e-02,6.082999318100256181e-01,1.886097603589617366e-01,5.178264439251143436e-01,8.026211886990050060e-01,2.282134082840044931e-01
5.210429870685858722e-01,7.488395337030988308e-02,6.082999318100256181e-01,1.886097603589617366e-01,5.178264439251143436e-01,8.026211886990050060e-01,2.282134082840044931e-01
5.210429870685858722e-01,7.488395337030988308e-02,6.082999318100256181e-01,1.886097603589617366e-01,5.178264439251143436e-01,8.026211886990050060e-01,2.282134082840044931e-01
5.210429870685858722e-01,7.488395337030988308e-02,6.082999318100256181e-01,1.886097603589617366e-01,5.178264439251143436e-01,8.026211886990050060e-01,2.282134082840044931e-01
5.210430140975946811e-01,7.488395691764813955e-02,6.082999821860507472e-01,1.886097852732080693e-01,5.178264504790053291e-01,8.026211600071920804e-01,2.282134737306669992e-01
5.210430140975946811e-01,7.488395691764813955e-02,6.082999821860507472e-01,1.886097852732080693e-01,5.178264504790053291e-01,8.026211600071920804e-01,2.282134737306669992e-01
5.210429628522421641e-01,7.488390110497708529e-02,6.082998938253506571e-01,1.886097065281611418e-01,5.178265344147621185e-01,8.026211508444679454e-01,2.282133805815486083e-01
5.210429628522421641e-01,7.488390110497708529e-02,6.082998938253506571e-01,1.886097065281611418e-01,5.178265344147621185e-01,8.026211508444679454e-01,2.282133805815486083e-01
5.210429515969904335e-01,7.488388884658692124e-02,6.082998744182905870e-01,1.886096892330287877e-01,5.178265528499531589e-01,8.026211488320149634e-01,2.282133601227833153e-01
5.210429515969904335e-01,7.488388884658692124e-02,6.082998744182905870e-01,1.886096892330287877e-01,5.178265528499531589e-01,8.026211488320149634e-01,2.282133601227833153e-01
5.210429515969904335e-01,7.488388884658692124e-02,6.082998744182905870e-01,1.886096892330287877e-01,5.178265528499531589e-01,8.026211488320149634e-01,2.282133601227833153e-01
5.210429515969904335e-01,7.488388884658692124e-02,6.082998744182905870e-01,1.886096892330287877e-01,5.178265528499531589e-01,8.026211488320149634e-01,2.282133601227833153e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429549025114015e-01,7.488392035371771449e-02,6.082999080580893114e-01,1.886097195449924768e-01,5.178264741109671609e-01,8.026211894452194295e-01,2.282133708977273356e-01
5.210429875387211363e-01,7.488398401674366267e-02,6.082998848604586062e-01,1.886097112189704661e-01,5.178264481399801333e-01,8.026211909883003148e-01,2.282134312812270360e-01
5.210429875387211363e-01,7.488398401674366267e-02,6.082998848604586062e-01,1.886097112189704661e-01,5.178264481399801333e-01,8.026211909883003148e-01,2.282134312812270360e-01
5.210429862711893900e-01,7.488398721134541247e-02,6.082998813889718415e-01,1.886097080896180223e-01,5.178264463405224394e-01,8.026211932004867489e-01,2.282134301703596657e-01
5.210429862711893900e-01,7.488398721134541247e-02,6.082998813889718415e-01,1.886097080896180223e-01,5.178264463405224394e-01,8.026211932004867489e-01,2.282134301703596657e-01
5.210429862711893900e-01,7.488398721134541247e-02,6.082998813889718415e-01,1.886097080896180223e-01,5.178264463405224394e-01,8.026211932004867489e-01,2.282134301703596657e-01
5.210429862711893900e-01,7.488398721134541247e-02,6.082998813889718415e-01,1.886097080896180223e-01,5.178264463405224394e-01,8.026211932004867489e-01,2.282134301703596657e-01
5.210429862711893900e-01,7.488398721134541247e-02,6.082998813889718415e-01,1.886097080896180223e-01,5.178264463405224394e-01,8.026211932004867489e-01,2.282134301703596657e-01
5.210429862711893900e-01,7.488398721134541247e-02,6.082998813889718415e-01,1.886097080896180223e-01,5.178264463405224394e-01,8.026211932004867489e-01,2.282134301703596657e-01
5.210429949765451596e-01,7.488399053198091515e-02,6.082999197394947100e-01,1.886097099742314320e-01,5.178264557471176088e-01,8.026211729023430275e-01,2.282134786568972284e-01
5.210429949765451596e-01,7.488399053198091515e-02,6.082999197394947100e-01,1.886097099742314320e-01,5.178264557471176088e-01,8.026211729023430275e-01,2.282134786568972284e-01
5.210429949765451596e-01,7.488399053198091515e-02,6.082999197394947100e-01,1.886097099742314320e-01,5.178264557471176088e-01,8.026211729023430275e-01,2.282134786568972284e-01
5.210429949765451596e-01,7.488399053198091515e-02,6.082999197394947100e-01,1.886097099742314320e-01,5.178264557471176088e-01,8.026211729023430275e-01,2.282134786568972284e-01
5.210429949765451596e-01,7.488399053198091515e-02,6.082999197394947100e-01,1.886097099742314320e-01,5.178264557471176088e-01,8.026211729023430275e-01,2.282134786568972284e-01
5.210429949765451596e-01,7.488399053198091515e-02,6.082999197394947100e-01,1.886097099742314320e-01,5.178264557471176088e-01,8.026211729023430275e-01,2.282134786568972284e-01
5.210429949765451596e-01,7.488399053198091515e-02,6.082999197394947100e-01,1.886097099742314320e-01,5.178264557471176088e-01,8.026211729023430275e-01,2.282134786568972284e-01
5.210429949765451596e-01,7.488399053198091515e-02,6.082999197394947100e-01,1.886097099742314320e-01,5.178264557471176088e-01,8.026211729023430275e-01,2.282134786568972284e-01
5.210429949765451596e-01,7.488399053198091515e-02,6.082999197394947100e-01,1.886097099742314320e-01,5.178264557471176088e-01,8.026211729023430275e-01,2.282134786568972284e-01
5.210429949765451596e-01,7.488399053198091515e-02,6.082999197394947100e-01,1.886097099742314320e-01,5.178264557471176088e-01,8.026211729023430275e-01,2.282134786568972284e-01
5.210429877129223453e-01,7.488395546220422139e-02,6.082999351180934378e-01,1.886097454187691813e-01,5.178264550406357358e-01,8.026211787123261887e-01,2.282134305328057944e-01
5.210429877129223453e-01,7.488395546220422139e-02,6.082999351180934378e-01,1.886097454187691813e-01,5.178264550406357358e-01,8.026211787123261887e-01,2.282134305328057944e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429879980402745e-01,7.488395638786329855e-02,6.082999365819075077e-01,1.886097388077626058e-01,5.178264599592325990e-01,8.026211742932395365e-01,2.282134403778584841e-01
5.210429976021822007e-01,7.488395329337782513e-02,6.082999101957281551e-01,1.886097462431664262e-01,5.178264957782691136e-01,8.026211551975718228e-01,2.282134201167883569e-01
5.210429976021822007e-01,7.488395329337782513e-02,6.082999101957281551e-01,1.886097462431664262e-01,5.178264957782691136e-01,8.026211551975718228e-01,2.282134201167883569e-01
5.210429976021822007e-01,7.488395329337782513e-02,6.082999101957281551e-01,1.886097462431664262e-01,5.178264957782691136e-01,8.026211551975718228e-01,2.282134201167883569e-01
5.210429976021822007e-01,7.488395329337782513e-02,6.082999101957281551e-01,1.886097462431664262e-01,5.178264957782691136e-01,8.026211551975718228e-01,2.282134201167883569e-01
5.210429976021822007e-01,7.488395329337782513e-02,6.082999101957281551e-01,1.886097462431664262e-01,5.178264957782691136e-01,8.026211551975718228e-01,2.282134201167883569e-01
5.210429976021822007e-01,7.488395329337782513e-02,6.082999101957281551e-01,1.886097462431664262e-01,5.178264957782691136e-01,8.026211551975718228e-01,2.282134201167883569e-01
5.210429976021822007e-01,7.488395329337782513e-02,6.082999101957281551e-01,1.886097462431664262e-01,5.178264957782691136e-01,8.026211551975718228e-01,2.282134201167883569e-01
5.210429976021822007e-01,7.488395329337782513e-02,6.082999101957281551e-01,1.886097462431664262e-01,5.178264957782691136e-01,8.026211551975718228e-01,2.282134201167883569e-01
5.210429940470896470e-01,7.488398751442881807e-02,6.082999149676097117e-01,1.886097315254301465e-01,5.178264397129979102e-01,8.026211873081119386e-01,2.282134465630427100e-01
5.210429940470896470e-01,7.488398751442881807e-02,6.082999149676097117e-01,1.886097315254301465e-01,5.178264397129979102e-01,8.026211873081119386e-01,2.282134465630427100e-01
5.210429940470896470e-01,7.488398751442881807e-02,6.082999149676097117e-01,1.886097315254301465e-01,5.178264397129979102e-01,8.026211873081119386e-01,2.282134465630427100e-01
5.210429940470896470e-01,7.488398751442881807e-02,6.082999149676097117e-01,1.886097315254301465e-01,5.178264397129979102e-01,8.026211873081119386e-01,2.282134465630427100e-01
5.210429940470896470e-01,7.488398751442881807e-02,6.082999149676097117e-01,1.886097315254301465e-01,5.178264397129979102e-01,8.026211873081119386e-01,2.282134465630427100e-01
5.210429940470896470e-01,7.488398751442881807e-02,6.082999149676097117e-01,1.886097315254301465e-01,5.178264397129979102e-01,8.026211873081119386e-01,2.282134465630427100e-01
5.210429940470896470e-01,7.488398751442881807e-02,6.082999149676097117e-01,1.886097315254301465e-01,5.178264397129979102e-01,8.026211873081119386e-01,2.282134465630427100e-01
5.210429940470896470e-01,7.488398751442881807e-02,6.082999149676097117e-01,1.886097315254301465e-01,5.178264397129979102e-01,8.026211873081119386e-01,2.282134465630427100e-01
5.210429844429480539e-01,7.488399060891431924e-02,6.082999413537920619e-01,1.886096967561674831e-01,5.178265000264794526e-01,8.026211443820354674e-01,2.282134894145070592e-01
5.210429844429480539e-01,7.488399060891431924e-02,6.082999413537920619e-01,1.886096967561674831e-01,5.178265000264794526e-01,8.026211443820354674e-01,2.282134894145070592e-01
5.210429844429480539e-01,7.488399060891431924e-02,6.082999413537920619e-01,1.886096967561674831e-01,5.178265000264794526e-01,8.026211443820354674e-01,2.282134894145070592e-01
5.210429844429480539e-01,7.488399060891431924e-02,6.082999413537920619e-01,1.886096967561674831e-01,5.178265000264794526e-01,8.026211443820354674e-01,2.282134894145070592e-01
5.210429844429480539e-01,7.488399060891431924e-02,6.082999413537920619e-01,1.886096967561674831e-01,5.178265000264794526e-01,8.026211443820354674e-01,2.282134894145070592e-01
5.210429844429480539e-01,7.488399060891431924e-02,6.082999413537920619e-01,1.886096967561674831e-01,5.178265000264794526e-01,8.026211443820354674e-01,2.282134894145070592e-01
5.210429844429480539e-01,7.488399060891431924e-02,6.082999413537920619e-01,1.886096967561674831e-01,5.178265000264794526e-01,8.026211443820354674e-01,2.282134894145070592e-01
